id,category,query_to_old_similarity,cross_memory_similarity,time_delta_days,recency_score,update_frequency,query_word_count,old_word_count,new_word_count,word_count_delta,negation_in_new,negation_in_old,negation_delta,temporal_in_new,temporal_in_old,correction_markers,memory_confidence,trust_score,drift_score,slot,old_value,new_value
synthetic_conflict_012,CONFLICT,0.22028815056182974,0.22028815056182968,8,0.9783206416625365,2,4,3,4,1,1,0,1,0,0,0,0.5628711962152653,0.6517141382329406,0.9268916184815232,skill,I use TypeScript,I've never used TypeScript
synthetic_refinement_069,REFINEMENT,0.5797386715376658,0.5797386715376658,24,0.9363617195405107,2,7,4,7,3,0,0,0,0,0,0,0.8373938343723313,0.9033497799946318,0.1633326707814573,tool,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_temporal_058,TEMPORAL,0.5031026124151314,0.5031026124151314,328,0.4071269861232158,1,4,4,4,0,0,0,0,0,0,0,0.7843197248237433,0.811546986474319,0.3579502905827536,age,I'm 30 years old,I'm 31 years old
synthetic_temporal_044,TEMPORAL,0.43161341897075145,0.43161341897075145,367,0.3658691760171111,1,5,5,5,0,0,0,0,1,1,0,0.7741831930881007,0.9394546478513859,0.4616240759128834,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_temporal_021,TEMPORAL,0.5031026124151314,0.5031026124151314,329,0.4060130962961009,1,4,4,4,0,0,0,0,0,0,0,0.8450105634765636,0.9307190885281577,0.4607344153798229,age,I'm 30 years old,I'm 31 years old
synthetic_revision_035,REVISION,0.6694188517266485,0.6694188517266485,31,0.9185751983563217,1,5,5,5,0,0,0,0,1,1,0,0.7279855088329054,0.8838838497734967,0.5618026725746952,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_refinement_019,REFINEMENT,0.5797386715376658,0.5797386715376658,17,0.9544926440314748,2,5,3,5,2,0,0,0,0,0,0,0.9211160232746094,0.9664918689900541,0.09770052124577959,preference,I like movies,I like movies and series
synthetic_refinement_028,REFINEMENT,0.5797386715376658,0.5797386715376658,30,0.9210952933439548,1,5,3,5,2,0,0,0,0,0,0,0.8165077886791515,0.8796315711304524,0.11406616829393845,hobby,I like movies,I like movies and series
synthetic_refinement_040,REFINEMENT,0.5797386715376658,0.5797386715376658,1,0.9972640235968593,3,5,3,5,2,0,0,0,0,0,0,0.9227022148883739,0.9618949758233246,0.05104281957967861,hobby,I like running,I like running and swimming
synthetic_temporal_065,TEMPORAL,0.5031026124151314,0.5031026124151314,307,0.4312376751484153,1,4,4,4,0,0,0,0,0,0,0,0.8266120953866348,0.8626116504723169,0.34442156209414604,age,I'm 25 years old,I'm 26 years old
synthetic_revision_001,REVISION,0.4112070550676187,0.4112070550676187,63,0.8414718317851063,1,4,5,4,-1,0,0,0,0,0,0,0.7179798051000523,0.8006422757105442,0.6828729111737557,location,I live in New York,I live in Austin
synthetic_conflict_042,CONFLICT,0.22028815056182974,0.22028815056182968,33,0.9135556742779756,1,4,3,4,1,1,0,1,0,0,0,0.564640586404151,0.6537581243486732,0.8757547397237944,skill,I use Docker,I've never used Docker
synthetic_refinement_058,REFINEMENT,0.5797386715376658,0.5797386715376658,28,0.9261562437967505,2,5,3,5,2,0,0,0,0,0,0,0.8545444403568941,0.9763316707537248,0.1943670942413167,hobby,I like running,I like running and swimming
synthetic_revision_005,REVISION,0.4112070550676187,0.4112070550676187,137,0.6870539460492927,1,5,4,5,1,0,0,0,1,0,0,0.7377673443738045,0.8245872758838578,0.4902634929450309,location,I live in Seattle,I live in San Francisco
synthetic_conflict_061,CONFLICT,0.4112070550676187,0.4112070550676187,47,0.8791786819488183,1,5,4,5,1,1,0,1,0,0,0,0.5569680988754935,0.5573773894709066,0.8523910834949742,preference,I prefer working remotely,I don't like working remotely
synthetic_refinement_060,REFINEMENT,0.5797386715376658,0.5797386715376658,13,0.9650103634675903,2,5,3,5,2,0,0,0,0,0,0,0.8754018534843292,0.8566922376624986,0.09179696963549172,hobby,I like movies,I like movies and series
synthetic_conflict_017,CONFLICT,0.22028815056182974,0.22028815056182968,34,0.9110562075101958,1,4,3,4,1,1,0,1,0,0,0,0.6816531771933307,0.5979123781333945,0.7362237180228057,skill,I use Kubernetes,I've never used Kubernetes
synthetic_temporal_009,TEMPORAL,0.43161341897075145,0.43161341897075145,391,0.342585890782252,1,5,5,5,0,0,0,0,1,1,0,0.8234179140416344,0.9478475681165901,0.34841105430230007,current_project,Currently working on user research,Currently working on feature development
synthetic_conflict_011,CONFLICT,0.22028815056182974,0.22028815056182968,36,0.9060777707110017,1,4,3,4,1,1,0,1,0,0,0,0.6344271094811756,0.7023239230657435,0.7594093859980999,skill,I use Docker,I've never used Docker
synthetic_conflict_075,CONFLICT,0.4112070550676187,0.4112070550676187,56,0.857765387923706,1,5,4,5,1,1,0,1,0,0,0,0.6456432697223718,0.6235566265438507,0.8580764576483948,preference,I prefer working remotely,I don't like working remotely
synthetic_revision_033,REVISION,0.5031026124151314,0.5031026124151314,90,0.7814724812552835,1,4,4,4,0,0,0,0,0,0,0,0.7950294566141342,0.8303662026112137,0.4270869310163225,location,I live in London,I live in Berlin
synthetic_refinement_055,REFINEMENT,0.5797386715376658,0.5797386715376658,24,0.9363617195405107,2,5,3,5,2,0,0,0,0,0,0,0.9252953743383856,0.8917014084463256,0.07797777655997815,hobby,I like running,I like running and swimming
synthetic_conflict_075,CONFLICT,0.22028815056182974,0.22028815056182968,36,0.9060777707110017,1,4,3,4,1,1,0,1,0,0,0,0.5081550283109528,0.6681785886376483,0.8693910904605706,skill,I use TypeScript,I've never used TypeScript
synthetic_conflict_068,CONFLICT,0.4112070550676187,0.4112070550676187,48,0.876773269820862,1,5,4,5,1,1,0,1,0,0,0,0.5033175657855712,0.6524186116598563,0.7566239437994844,preference,I prefer morning meetings,I don't like morning meetings
synthetic_conflict_053,CONFLICT,0.22028815056182974,0.22028815056182968,37,0.903598763310926,1,4,3,4,1,1,0,1,0,0,0,0.6290345580818899,0.5848732858009983,0.8727344345256165,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_002,REVISION,0.5031026124151314,0.5031026124151314,169,0.6293840107503325,1,4,4,4,0,0,0,0,0,0,0,0.7580103019450806,0.8905094983105102,0.441256283243798,employer,I work at Apple,I work at Tesla
synthetic_temporal_022,TEMPORAL,0.43161341897075145,0.43161341897075145,349,0.38436433637837325,1,5,5,5,0,0,0,0,1,1,0,0.8011599526575388,0.8170210281860883,0.48493872365571256,current_project,Currently working on user research,Currently working on feature development
synthetic_conflict_044,CONFLICT,0.22028815056182974,0.22028815056182968,15,0.9597370959507373,2,4,3,4,1,1,0,1,0,0,0,0.6754678706761962,0.6015883255430312,0.8649960115085447,skill,I use Docker,I've never used Docker
synthetic_revision_041,REVISION,0.5031026124151314,0.5031026124151314,63,0.8414718317851063,1,4,4,4,0,0,0,0,0,0,0,0.8225833300301824,0.8332801217399194,0.558895173506802,location,I live in Tokyo,I live in Seoul
synthetic_refinement_026,REFINEMENT,0.5797386715376658,0.5797386715376658,2,0.9945355327605971,3,7,4,7,3,0,0,0,0,0,0,0.8362778436350677,0.8621033598147668,0.18458236369299902,tool,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_conflict_050,CONFLICT,0.4112070550676187,0.4112070550676187,39,0.8986610774712485,1,5,4,5,1,1,0,1,0,0,0,0.680083611432666,0.6766202914546536,0.7847574477621752,preference,I prefer morning meetings,I don't like morning meetings
synthetic_refinement_034,REFINEMENT,0.5797386715376658,0.5797386715376658,3,0.9918145070108791,3,7,4,7,3,0,0,0,0,0,0,0.8523814361918991,0.944374238253131,0.1845665389928866,tool,I work with React,"I work with React, Vue, and Angular"
synthetic_revision_039,REVISION,0.5031026124151314,0.5031026124151314,82,0.7987897300493081,1,4,4,4,0,0,0,0,0,0,0,0.8330629636397675,0.8669813318786436,0.5926094938462863,location,I live in Tokyo,I live in Seoul
synthetic_conflict_063,CONFLICT,0.4112070550676187,0.4112070550676187,56,0.857765387923706,1,5,4,5,1,1,0,1,0,0,0,0.5168279929990097,0.5823257428189228,0.9246385471317697,preference,I prefer morning meetings,I don't like morning meetings
synthetic_temporal_040,TEMPORAL,0.5031026124151314,0.5031026124151314,373,0.35990405094130085,1,4,4,4,0,0,0,0,0,0,0,0.8409643589489385,0.8013795577424945,0.3202943085732064,age,I'm 28 years old,I'm 29 years old
synthetic_conflict_017,CONFLICT,0.4112070550676187,0.4112070550676187,19,0.9492768502479138,2,5,4,5,1,1,0,1,0,0,0,0.6327003538216112,0.5510123167692438,0.7402020128543746,preference,I prefer morning meetings,I don't like morning meetings
synthetic_conflict_066,CONFLICT,0.4112070550676187,0.4112070550676187,48,0.876773269820862,1,5,4,5,1,1,0,1,0,0,0,0.6097467578733172,0.6883790395385386,0.8629903148756501,preference,I prefer working remotely,I don't like working remotely
synthetic_revision_016,REVISION,0.5803329846765686,0.5803329846765686,115,0.7297388904415177,1,6,5,6,1,0,0,0,1,1,0,0.733640396419084,0.8568268832021304,0.47117472624904,job_title,My role is Product Manager,My role is Director of Product
synthetic_refinement_055,REFINEMENT,0.5797386715376658,0.5797386715376658,7,0.9810046472287257,2,7,4,7,3,0,0,0,0,0,0,0.8488099547238902,0.9470438826653431,0.1474449348570822,skill,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_revision_048,REVISION,0.4112070550676187,0.4112070550676187,89,0.7836164373369505,1,5,4,5,1,0,0,0,1,0,0,0.8273835115741266,0.8486419338450515,0.5704925810006415,location,I live in Seattle,I live in San Francisco
synthetic_temporal_014,TEMPORAL,0.5031026124151314,0.5031026124151314,350,0.3833127246238332,1,4,4,4,0,0,0,0,0,0,0,0.7640512151742139,0.855157370458915,0.3530404735363451,age,I'm 30 years old,I'm 31 years old
synthetic_revision_011,REVISION,0.4112070550676187,0.4112070550676187,55,0.8601186522601911,1,4,5,4,-1,0,0,0,0,0,0,0.7365984465068625,0.8959515832128668,0.5179293174000281,location,I live in New York,I live in Austin
synthetic_temporal_049,TEMPORAL,0.5031026124151314,0.5031026124151314,351,0.3822639900542388,1,4,4,4,0,0,0,0,0,0,0,0.883806983276567,0.8946707938995895,0.4589622607083297,age,I'm 25 years old,I'm 26 years old
synthetic_temporal_069,TEMPORAL,0.5031026124151314,0.5031026124151314,389,0.3444682261188939,1,4,4,4,0,0,0,0,0,0,0,0.8253955639657788,0.8865355826939538,0.39850353876377276,age,I'm 25 years old,I'm 26 years old
synthetic_revision_006,REVISION,0.5031026124151314,0.5031026124151314,82,0.7987897300493081,1,4,4,4,0,0,0,0,0,0,0,0.7292864481697067,0.8583678172892258,0.48423170873225674,location,I live in London,I live in Berlin
synthetic_refinement_018,REFINEMENT,0.5797386715376658,0.5797386715376658,30,0.9210952933439548,1,5,3,5,2,0,0,0,0,0,0,0.8036473949647182,0.9339113984679318,0.07656660191105735,preference,I like Python,I like Python and JavaScript
synthetic_conflict_028,CONFLICT,0.22028815056182974,0.22028815056182968,25,0.9337998559710435,2,4,3,4,1,1,0,1,0,0,0,0.6880917168705828,0.7407857154005175,0.9287160975551121,skill,I use Docker,I've never used Docker
synthetic_conflict_049,CONFLICT,0.4112070550676187,0.4112070550676187,50,0.8719821710115417,1,5,4,5,1,1,0,1,1,1,0,0.5740317400510888,0.5530913233057735,0.9320796406469313,preference,I prefer pair programming,I don't like pair programming
synthetic_conflict_071,CONFLICT,0.22028815056182974,0.22028815056182968,40,0.8962023619688662,1,4,3,4,1,1,0,1,0,0,0,0.5856368296634629,0.743330963808734,0.9409049942723131,skill,I use Kubernetes,I've never used Kubernetes
synthetic_conflict_033,CONFLICT,0.22028815056182974,0.22028815056182968,21,0.9440895579986105,2,4,3,4,1,1,0,1,0,0,0,0.670601891093472,0.6088897784139171,0.7962744321504813,skill,I use TypeScript,I've never used TypeScript
synthetic_refinement_014,REFINEMENT,0.5797386715376658,0.5797386715376658,19,0.9492768502479138,2,7,4,7,3,0,0,0,0,0,0,0.9276705007275285,0.8911998606703161,0.07542391200291387,skill,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_conflict_003,CONFLICT,0.22028815056182974,0.22028815056182968,48,0.876773269820862,1,4,3,4,1,1,0,1,0,0,0,0.61136025249167,0.7372309548321562,0.8740074491687432,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_046,REVISION,0.5031026124151314,0.5031026124151314,119,0.7217854122180232,1,4,4,4,0,0,0,0,0,0,0,0.7855091755134047,0.7645764740656152,0.5845021680097509,employer,I work at Netflix,I work at Spotify
synthetic_temporal_068,TEMPORAL,0.5031026124151314,0.5031026124151314,364,0.36888871198281226,1,4,4,4,0,0,0,0,0,0,0,0.8985080775156395,0.8210126022854787,0.40366593047274735,age,I'm 28 years old,I'm 29 years old
synthetic_refinement_009,REFINEMENT,0.5797386715376658,0.5797386715376658,18,0.9518811746804333,2,5,3,5,2,0,0,0,0,0,0,0.9316059607891933,0.9462999203080465,0.15455236114929022,skill,I like coffee,I like coffee and tea
synthetic_revision_039,REVISION,0.6694188517266485,0.6694188517266485,76,0.8120290382386844,1,5,5,5,0,0,0,0,1,1,0,0.8053726125980664,0.8039236726829633,0.488077553279348,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_temporal_017,TEMPORAL,0.5031026124151314,0.5031026124151314,351,0.3822639900542388,1,4,4,4,0,0,0,0,0,0,0,0.871404173321777,0.9215170092018771,0.47341446371602075,age,I'm 25 years old,I'm 26 years old
synthetic_temporal_061,TEMPORAL,0.5031026124151314,0.5031026124151314,380,0.35306754652986017,1,4,4,4,0,0,0,0,0,0,0,0.8869860828834707,0.8767013598291407,0.4003032589374399,age,I'm 30 years old,I'm 31 years old
synthetic_temporal_069,TEMPORAL,0.43161341897075145,0.43161341897075145,304,0.4347967004919853,1,5,5,5,0,0,0,0,1,1,0,0.8697442768450163,0.8974945896166647,0.44039337545154067,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_revision_015,REVISION,0.5031026124151314,0.5031026124151314,100,0.7603529065620016,1,4,4,4,0,0,0,0,0,0,0,0.8193689004154151,0.883500801272635,0.5013985470554607,employer,I work at Netflix,I work at Spotify
synthetic_conflict_029,CONFLICT,0.4112070550676187,0.4112070550676187,36,0.9060777707110017,1,5,4,5,1,1,0,1,0,0,0,0.5751165905279888,0.5687963879681739,0.8445700352490435,preference,I prefer morning meetings,I don't like morning meetings
synthetic_temporal_033,TEMPORAL,0.5031026124151314,0.5031026124151314,328,0.4071269861232158,1,4,4,4,0,0,0,0,0,0,0,0.7553913410695113,0.869839702719869,0.4085289269415153,age,I'm 25 years old,I'm 26 years old
synthetic_temporal_037,TEMPORAL,0.5031026124151314,0.5031026124151314,340,0.3939596250942772,1,4,4,4,0,0,0,0,0,0,0,0.7929811878192426,0.8886249890853516,0.3061000499878099,age,I'm 28 years old,I'm 29 years old
synthetic_conflict_016,CONFLICT,0.4112070550676187,0.4112070550676187,29,0.9236223021681012,2,5,4,5,1,1,0,1,0,0,0,0.5074696377498429,0.7145201121319317,0.7900476603528157,preference,I prefer morning meetings,I don't like morning meetings
synthetic_revision_032,REVISION,0.5031026124151314,0.5031026124151314,46,0.8815906932828687,1,4,4,4,0,0,0,0,0,0,0,0.7190590768977827,0.8283364890082207,0.6309980659295832,location,I live in Tokyo,I live in Seoul
synthetic_temporal_028,TEMPORAL,0.5031026124151314,0.5031026124151314,366,0.3668729317011966,1,4,4,4,0,0,0,0,0,0,0,0.7823731541245265,0.8934335713728501,0.3170694929987536,age,I'm 28 years old,I'm 29 years old
synthetic_revision_047,REVISION,0.6694188517266485,0.6694188517266485,55,0.8601186522601911,1,5,5,5,0,0,0,0,1,1,0,0.7077522581752911,0.8297031947352222,0.562190536483032,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_temporal_052,TEMPORAL,0.5031026124151314,0.5031026124151314,376,0.35695805885556464,1,4,4,4,0,0,0,0,0,0,0,0.845614485224731,0.9089137000583992,0.49517041589250693,age,I'm 28 years old,I'm 29 years old
synthetic_revision_046,REVISION,0.6694188517266485,0.6694188517266485,158,0.6486404562468779,1,5,5,5,0,0,0,0,1,1,0,0.7774450522451792,0.798443470941187,0.638555858430611,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_refinement_019,REFINEMENT,0.5797386715376658,0.5797386715376658,23,0.9389306115378647,2,7,4,7,3,0,0,0,0,0,0,0.8406248376893112,0.9070662846917327,0.0617684572013399,skill,I work with React,"I work with React, Vue, and Angular"
synthetic_revision_006,REVISION,0.5803329846765686,0.5803329846765686,168,0.6311107147737226,1,6,5,6,1,0,0,0,1,1,0,0.7038026115123186,0.8943972622016888,0.6507940361536617,job_title,My role is Product Manager,My role is Director of Product
synthetic_refinement_003,REFINEMENT,0.5797386715376658,0.5797386715376658,13,0.9650103634675903,2,7,4,7,3,0,0,0,1,0,0,0.9043961309140547,0.9031638827738551,0.07599414801062687,skill,I work with PostgreSQL,"I work with PostgreSQL, Redis, and MongoDB"
synthetic_revision_013,REVISION,0.8466473536503037,0.8466473536503034,145,0.6721590573557219,1,6,5,6,1,0,0,0,1,1,0,0.7234655564006629,0.7875364347246893,0.5647679994118361,job_title,My role is Software Engineer,My role is Senior Software Engineer
synthetic_temporal_004,TEMPORAL,0.43161341897075145,0.43161341897075145,381,0.35210156205383963,1,5,5,5,0,0,0,0,1,1,0,0.8571893884050094,0.8990296065076597,0.35598677938918855,current_project,Currently working on API redesign,Currently working on database migration
synthetic_revision_009,REVISION,0.6694188517266485,0.6694188517266485,158,0.6486404562468779,1,5,5,5,0,0,0,0,1,1,0,0.8432297920994791,0.8606845375043652,0.5663062157534202,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_conflict_006,CONFLICT,0.22028815056182974,0.22028815056182968,60,0.8484165394203861,1,4,3,4,1,1,0,1,0,0,0,0.6223441492468704,0.633920012485558,0.7619327473752893,skill,I use TypeScript,I've never used TypeScript
synthetic_refinement_002,REFINEMENT,0.5797386715376658,0.5797386715376658,27,0.9286971372499306,2,7,4,7,3,0,0,0,0,0,0,0.8533959017976892,0.9485199943603679,0.05215902329446338,tool,I work with React,"I work with React, Vue, and Angular"
synthetic_revision_003,REVISION,0.5031026124151314,0.5031026124151314,57,0.8554185620629159,1,4,4,4,0,0,0,0,1,0,0,0.7174108960760374,0.7569003963032629,0.4122186406956911,employer,I work at Microsoft,I work at Amazon
synthetic_temporal_020,TEMPORAL,0.43161341897075145,0.43161341897075145,369,0.36386989589085833,1,5,5,5,0,0,0,0,1,1,0,0.8783190876016511,0.9055486789070035,0.394834765817465,current_project,Currently working on user research,Currently working on feature development
synthetic_refinement_041,REFINEMENT,0.5797386715376658,0.5797386715376658,14,0.9623701178843567,2,7,4,7,3,0,0,0,1,0,0,0.8146751240976503,0.9139100637651882,0.12102076561708487,skill,I work with PostgreSQL,"I work with PostgreSQL, Redis, and MongoDB"
synthetic_conflict_043,CONFLICT,0.4112070550676187,0.4112070550676187,24,0.9363617195405107,2,5,4,5,1,1,0,1,1,1,0,0.534640373982003,0.6367703298475946,0.7996261835993433,preference,I prefer pair programming,I don't like pair programming
synthetic_conflict_026,CONFLICT,0.4112070550676187,0.4112070550676187,60,0.8484165394203861,1,5,4,5,1,1,0,1,0,0,0,0.6231700196104433,0.6770187301735288,0.711326002443011,preference,I prefer working remotely,I don't like working remotely
synthetic_revision_021,REVISION,0.4112070550676187,0.4112070550676187,128,0.7042055919014051,1,4,5,4,-1,0,0,0,0,0,0,0.7561918921939706,0.8438789873571355,0.5509408775740263,location,I live in New York,I live in Austin
